Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S117743374,Pigeon Guillemot,Cepphus columba,6313,5,US-CA,Marin,L453386,Pt. Reyes--Fish Docks (DO NOT INCLUDE Chimney Rock area),37.9956216,-122.9782104,2022-08-28,10:50 AM,eBird - Traveling Count,71,1,1.76,,2
S117743147,Pigeon Guillemot,Cepphus columba,6313,10,US-CA,Marin,L130809,Pt. Reyes--Lighthouse,37.996,-123.022,2022-08-28,12:13 PM,eBird - Traveling Count,104,1,3.05,,1
S117743458,Pigeon Guillemot,Cepphus columba,6313,15,US-CA,Marin,L478845,Pt. Reyes--Tomales Point Trail,38.211209,-122.9720306,2022-08-27,09:30 AM,eBird - Traveling Count,300,1,16.,,2
S137589168,Pigeon Guillemot,Cepphus columba,6313,1,US-CA,Monterey,L614226,Monterey Coast Guard pier/Cannery Row seawatch,36.6093184,-121.8940664,2023-05-13,06:24 PM,eBird - Traveling Count,39,1,1.1,,1,,"Very close to shore, great looks!",,573818491 573818501 573818511 573818521
S118037251,Pigeon Guillemot,Cepphus columba,6313,1,US-CA,San Francisco,L20757740,"Auto selected 37.49538, -122.82773",37.495378,-122.827732,2022-09-02,10:32 AM,eBird Pelagic Protocol,60,1,11.987,,25
S133880273,Pigeon Guillemot,Cepphus columba,6313,1,US-CA,San Francisco,L502385,Presidio--Crissy Field Wildlife Protection Area and Coast Guard Pier,37.8055369,-122.4652389,2023-04-15,01:25 PM,eBird - Traveling Count,31,1,.9,,1
S116884050,Pigeon Guillemot,Cepphus columba,6313,2,US-CA,San Mateo,L1324041,Fitzgerald Marine Reserve,37.5224361,-122.516166,2022-08-13,02:34 PM,eBird - Traveling Count,65,1,.805,,3,,Way offshore.
S116883936,Pigeon Guillemot,Cepphus columba,6313,1,US-CA,San Mateo,L20541008,Hwy 1 Pullout South of Mcnee Ranch SP Parking,37.559545,-122.51391,2022-08-13,02:10 PM,eBird - Stationary Count,15,0,,,3
S131788836,Pigeon Guillemot,Cepphus columba,6313,6,US-CA,San Mateo,L651250,Mussel Rock Park,37.6662169,-122.495048,2023-03-25,09:35 AM,eBird - Traveling Count,114,1,3.08,,1,,,,550042311 550042321 550042331 550042341
S116880393,Pigeon Guillemot,Cepphus columba,6313,1,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-08-13,03:50 PM,eBird - Stationary Count,70,1,,,3,,In the harbor.,,475054951 475054961
S147195716,Pigeon Guillemot,Cepphus columba,6313,7,US-CA,Santa Cruz,L388045,Santa Cruz Municipal Wharf,36.959035,-122.0182907,2023-08-13,10:49 AM,eBird - Traveling Count,8,1,.57,,1
S118037246,Marbled Murrelet,Brachyramphus marmoratus,6323,2,US-CA,San Mateo,L1247080,Half Moon Bay--inshore bay,37.487663,-122.4694061,2022-09-02,07:19 AM,eBird - Traveling Count,24,1,4.25,,25,,,,481352391
S118037253,Cassin's Auklet,Ptychoramphus aleuticus,6336,4,US-CA,San Francisco,L20757830,"Auto selected 37.38386, -122.94860",37.383864,-122.948601,2022-09-02,12:33 PM,eBird Pelagic Protocol,63,1,9.705,,25
S118037252,Cassin's Auklet,Ptychoramphus aleuticus,6336,9,US-CA,San Francisco,L20757790,"Auto selected 37.46832, -122.94370",37.468317,-122.943698,2022-09-02,11:33 AM,eBird Pelagic Protocol,60,1,9.783,,25
S118037253,Rhinoceros Auklet,Cerorhinca monocerata,6343,8,US-CA,San Francisco,L20757830,"Auto selected 37.38386, -122.94860",37.383864,-122.948601,2022-09-02,12:33 PM,eBird Pelagic Protocol,63,1,9.705,,25
S118037252,Rhinoceros Auklet,Cerorhinca monocerata,6343,6,US-CA,San Francisco,L20757790,"Auto selected 37.46832, -122.94370",37.468317,-122.943698,2022-09-02,11:33 AM,eBird Pelagic Protocol,60,1,9.783,,25,,,,481352111 481352121
S118037251,Rhinoceros Auklet,Cerorhinca monocerata,6343,5,US-CA,San Francisco,L20757740,"Auto selected 37.49538, -122.82773",37.495378,-122.827732,2022-09-02,10:32 AM,eBird Pelagic Protocol,60,1,11.987,,25
S118037256,Rhinoceros Auklet,Cerorhinca monocerata,6343,2,US-CA,San Mateo,L12529585,"Auto selected 37.44150, -122.61105",37.441501,-122.61105,2022-09-02,03:47 PM,eBird Pelagic Protocol,28,1,6.942,,25
S118037248,Rhinoceros Auklet,Cerorhinca monocerata,6343,1,US-CA,San Mateo,L20757696,"Auto selected 37.47894, -122.55188",37.478938,-122.551881,2022-09-02,08:21 AM,eBird Pelagic Protocol,60,1,10.942,,25
S118037249,Rhinoceros Auklet,Cerorhinca monocerata,6343,2,US-CA,San Mateo,L20757709,"Auto selected 37.49460, -122.67150",37.4946,-122.671502,2022-09-02,09:21 AM,eBird Pelagic Protocol,60,1,11.936,,25
S118037247,Rhinoceros Auklet,Cerorhinca monocerata,6343,1,US-CA,San Mateo,L1329104,Pelagic--inshore to 5 mi offshore (San Mateo Co.),37.4584563,-122.5318075,2022-09-02,07:45 AM,eBird - Traveling Count,36,1,6.477,,25
S118037252,Tufted Puffin,Fratercula cirrhata,6350,1,US-CA,San Francisco,L20757790,"Auto selected 37.46832, -122.94370",37.468317,-122.943698,2022-09-02,11:33 AM,eBird Pelagic Protocol,60,1,9.783,,25
S118037251,Tufted Puffin,Fratercula cirrhata,6350,2,US-CA,San Francisco,L20757740,"Auto selected 37.49538, -122.82773",37.495378,-122.827732,2022-09-02,10:32 AM,eBird Pelagic Protocol,60,1,11.987,,25,,One fly by- one sitting on water,,481351831 481351841
S118843093,Sabine's Gull,Xema sabini,6361,0,US-CA,Santa Clara,L776809,Sunnyvale WPCP--East Pond,37.4286605,-122.0139885,2022-09-15,06:15 AM,eBird - Traveling Count,45,1,3.,,1,,didn't find it
S119065961,Sabine's Gull,Xema sabini,6361,1,US-CA,Santa Clara,L20944098,The Notch (Alviso),37.42325,-121.980297,2022-09-19,05:59 PM,eBird - Traveling Count,81,1,.805,,2,,"Continuing immature in the southeast corner of A8. Spotted by Tristan on the water as we were standing at the end of America Center Ct, leading up to which we encountered no signs barring entry. As the sun set, the gull took off towards the center of the pond, where it was dwarfed by the California Gulls it landed next to. Scaly gray back and hood, petite black bill, and dark “M” pattern on the wings observed briefly when it flew. Photos to be uploaded.",,485862411 485862421 485862431 485862441
S135499921,Saunders's Gull,Saundersilarus saundersi,6366,1,KR-28,,L4941571,인천 소래습지생태공원(Incheon--Sorae Wetland Eco Park),37.4130504,126.7482162,2023-04-30,06:00 AM,eBird - Traveling Count,62,1,2.642,,1,,,,569721891
S126163330,Bonaparte's Gull,Chroicocephalus philadelphia,6368,2,US-FL,Brevard,L22202911,Cocoa Beach--S 11th St,28.2985,-80.606885,2023-01-14,04:52 PM,eBird - Traveling Count,60,1,1.138,,3,,Getting bullied by Ring-billed.
S126170519,Bonaparte's Gull,Chroicocephalus philadelphia,6368,1,US-FL,Brevard,L283140,Jetty Park,28.4064535,-80.5924523,2023-01-14,07:24 AM,eBird - Traveling Count,226,1,2.414,,3,,,"Very windy and cold, 40 F at the start. Most warblers, vireo, and thrasher seen on the path parallel Jetty Park Rd at (28.4056074, -80.5928171). Dipped on the Swainson’s Warbler but saw the mockingbird! Nice to meet Chris - thanks for the help with finding many of the birds, including the buntings and thrasher."
S126170676,Bonaparte's Gull,Chroicocephalus philadelphia,6368,2,US-FL,Brevard,L127381,Merritt Island NWR--Black Point Wildlife Drive,28.6575241,-80.7545391,2023-01-14,12:46 PM,eBird - Traveling Count,156,1,11.355,,3
S126116354,Bonaparte's Gull,Chroicocephalus philadelphia,6368,1,US-FL,Brevard,L22194089,"Port Canaveral, Cape Canaveral US-FL (28.4087,-80.6144)",28.408655,-80.614437,2023-01-14,11:18 AM,eBird - Casual Observation,,0,,,4
S130621071,Bonaparte's Gull,Chroicocephalus philadelphia,6368,5,US-TX,Nueces,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2023-03-10,06:00 PM,eBird - Traveling Count,45,1,.5,,2
S126260641,Bonaparte's Gull,Chroicocephalus philadelphia,6368,5,US-FL,Osceola,L269357,Joe Overstreet Rd. and Landing,27.9426789,-81.2050366,2023-01-15,09:32 AM,eBird - Traveling Count,150,1,10.435,,3,,,Tristan was awake so he could be added as an observer. Sergey could barely be pulled away at the end from what he thought was a Marsh Wren.
S124344652,Bonaparte's Gull,Chroicocephalus philadelphia,6368,600,US-CA,Riverside,L658353,Salton Sea SRA--Headquarters and Campground,33.5033635,-115.9148812,2022-12-20,06:20 AM,eBird - Traveling Count,190,1,2.414,,4,,Flying between the harbor and the sea. Surprised to see one with a black head!,,515513051 515513061 515513071 515513801
S121478898,Bonaparte's Gull,Chroicocephalus philadelphia,6368,2,US-CA,Santa Clara,L730351,Charleston Slough/Coast Casey Forebay,37.4359191,-122.098918,2022-10-28,02:31 PM,eBird - Traveling Count,104,1,3.64,,1,,,,498567531 498567541 498567551 498567561
S132642002,Bonaparte's Gull,Chroicocephalus philadelphia,6368,1,US-MA,Suffolk,L453703,Revere Beach--South End,42.4022912,-70.9894466,2023-04-02,07:08 AM,eBird - Traveling Count,58,1,1.021,,2,,"Petite gull with small bill flying over the water. Mostly white underwing, compared to larus nearby. Juvenile, with strong black streaks on wings."
S135499921,Black-headed Gull,Chroicocephalus ridibundus,6386,5,KR-28,,L4941571,인천 소래습지생태공원(Incheon--Sorae Wetland Eco Park),37.4130504,126.7482162,2023-04-30,06:00 AM,eBird - Traveling Count,62,1,2.642,,1,,,,569722041 569722051 569722061 569722071 569722081
S130621207,Laughing Gull,Leucophaeus atricilla,6396,5,US-TX,Aransas,L1096078,Goose Island SP--Big Tree/Lamar Beach rd area,28.1497681,-96.976254,2023-03-10,03:48 PM,eBird - Traveling Count,26,1,.45,,2
S126163330,Laughing Gull,Leucophaeus atricilla,6396,25,US-FL,Brevard,L22202911,Cocoa Beach--S 11th St,28.2985,-80.606885,2023-01-14,04:52 PM,eBird - Traveling Count,60,1,1.138,,3
S126170519,Laughing Gull,Leucophaeus atricilla,6396,3000,US-FL,Brevard,L283140,Jetty Park,28.4064535,-80.5924523,2023-01-14,07:24 AM,eBird - Traveling Count,226,1,2.414,,3,,,"Very windy and cold, 40 F at the start. Most warblers, vireo, and thrasher seen on the path parallel Jetty Park Rd at (28.4056074, -80.5928171). Dipped on the Swainson’s Warbler but saw the mockingbird! Nice to meet Chris - thanks for the help with finding many of the birds, including the buntings and thrasher.",526291271 526291281
S130680689,Laughing Gull,Leucophaeus atricilla,6396,3070,US-TX,Cameron,L287881,Brownsville Landfill (LTC 041),25.9380025,-97.3939785,2023-03-11,09:29 AM,eBird - Traveling Count,55,1,3.,,2,,,,546321881 546321891 546321901 546321911
S130714641,Laughing Gull,Leucophaeus atricilla,6396,200,US-TX,Cameron,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,26.1433867,-97.1741874,2023-03-11,02:42 PM,eBird - Traveling Count,27,1,.33,,2
S130705984,Laughing Gull,Leucophaeus atricilla,6396,150,US-TX,Cameron,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,26.1433867,-97.1741874,2023-03-11,04:31 PM,eBird - Traveling Count,115,1,1.49,,2,,,,546322891 546322901 547395221 547395241 547395251 547395261 547395271 547395281
S130714648,Laughing Gull,Leucophaeus atricilla,6396,50,US-TX,Cameron,L283726,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,2023-03-11,03:27 PM,eBird - Traveling Count,54,1,2.21,,2
S130875995,Laughing Gull,Leucophaeus atricilla,6396,6,US-TX,Hidalgo,L613081,Bentsen-Rio Grande Val. SP--Hawk Watch,26.1690952,-98.3805352,2023-03-13,09:33 AM,eBird - Stationary Count,81,1,,,2
S135450485,Laughing Gull,Leucophaeus atricilla,6396,15,US-NY,Kings,L444485,Plumb Beach,40.5823284,-73.9153746,2023-04-27,01:10 PM,eBird - Traveling Count,88,1,2.96,,1
S126373212,Laughing Gull,Leucophaeus atricilla,6396,50,US-FL,Miami-Dade,L127422,Crandon Park,25.7089712,-80.1536322,2023-01-16,02:15 PM,eBird - Traveling Count,61,1,1.58,,3
S130621193,Laughing Gull,Leucophaeus atricilla,6396,20,US-TX,Nueces,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2023-03-10,05:18 PM,eBird - Traveling Count,27,1,1.32,,2
S130621071,Laughing Gull,Leucophaeus atricilla,6396,20,US-TX,Nueces,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2023-03-10,06:00 PM,eBird - Traveling Count,45,1,.5,,2
S130874195,Laughing Gull,Leucophaeus atricilla,6396,4,US-TX,Zapata,L5293895,Falcon Lake public park &  boat ramp,26.8631537,-99.2626548,2023-03-13,06:10 PM,eBird - Traveling Count,50,1,1.75,,2
S138046193,Black-tailed Gull,Larus crassirostris,6414,2,KR-46,,L16768116,고천암철새도래지(Gocheonam Lake Migratory Bird Habitat),34.5233015,126.4712312,2023-05-04,10:24 AM,eBird - Traveling Count,15,1,.773,,1,,,"Heavy rain, nothing was out"
S137950620,Black-tailed Gull,Larus crassirostris,6414,1,KR-44,,L980367,서천 금강하구 - 송림갯벌(Geum Estuary--Songrim tidal flat),36.0292147,126.6657114,2023-05-02,04:24 PM,eBird - Traveling Count,65,1,2.039,,1
S137950627,Black-tailed Gull,Larus crassirostris,6414,35,KR-45,,L11255666,야미도(Yami-do (island)),35.8442242,126.4920938,2023-05-03,08:58 AM,eBird - Traveling Count,24,1,1.034,,1
S135499921,Black-tailed Gull,Larus crassirostris,6414,10,KR-28,,L4941571,인천 소래습지생태공원(Incheon--Sorae Wetland Eco Park),37.4130504,126.7482162,2023-04-30,06:00 AM,eBird - Traveling Count,62,1,2.642,,1,,,,569722101 569722111
S124382906,Heermann's Gull,Larus heermanni,6418,10,US-CA,Los Angeles,L247561,"Ballona Creek--Creek mouth, jetties and breakwater",33.96196,-118.4570897,2022-12-19,09:04 AM,eBird - Traveling Count,70,1,.644,,4
S124382910,Heermann's Gull,Larus heermanni,6418,2,US-CA,Los Angeles,L198793,Del Rey Lagoon Park,33.9610802,-118.4507315,2022-12-19,08:29 AM,eBird - Traveling Count,23,1,.394,,4,,,,515548571 515548581 515548591 515548601
S117743147,Heermann's Gull,Larus heermanni,6418,3,US-CA,Marin,L130809,Pt. Reyes--Lighthouse,37.996,-123.022,2022-08-28,12:13 PM,eBird - Traveling Count,104,1,3.05,,1
S117743458,Heermann's Gull,Larus heermanni,6418,7,US-CA,Marin,L478845,Pt. Reyes--Tomales Point Trail,38.211209,-122.9720306,2022-08-27,09:30 AM,eBird - Traveling Count,300,1,16.,,2,,,,479461111
S137589168,Heermann's Gull,Larus heermanni,6418,2,US-CA,Monterey,L614226,Monterey Coast Guard pier/Cannery Row seawatch,36.6093184,-121.8940664,2023-05-13,06:24 PM,eBird - Traveling Count,39,1,1.1,,1,,,,573818581
S124396185,Heermann's Gull,Larus heermanni,6418,1,US-CA,San Diego,L241906,Imperial Beach Pier & beach,32.5795817,-117.132945,2022-12-21,12:25 PM,eBird - Traveling Count,60,1,.483,,4,,Either Glaucous Gull or bleached/leucistic trash.,,515724011 515724021 515724031 515724041
S124395130,Heermann's Gull,Larus heermanni,6418,1,US-CA,San Diego,L418748,Tijuana River mouth & beach,32.5656857,-117.1328157,2022-12-21,10:58 AM,eBird - Traveling Count,48,1,.483,,4
S114280822,Heermann's Gull,Larus heermanni,6418,15,US-CA,San Diego,L1418629,Torrey Pines SB--north end,32.9288845,-117.259913,2022-07-02,08:15 AM,eBird - Traveling Count,160,1,5.15,,2
S116883745,Heermann's Gull,Larus heermanni,6418,105,US-CA,San Francisco,L1330993,Ocean Beach--Fulton St. to Lincoln Way,37.7674547,-122.5117588,2022-08-13,12:39 PM,eBird - Traveling Count,30,1,.644,,3,,,,475501641
S116884050,Heermann's Gull,Larus heermanni,6418,15,US-CA,San Mateo,L1324041,Fitzgerald Marine Reserve,37.5224361,-122.516166,2022-08-13,02:34 PM,eBird - Traveling Count,65,1,.805,,3
S118037246,Heermann's Gull,Larus heermanni,6418,45,US-CA,San Mateo,L1247080,Half Moon Bay--inshore bay,37.487663,-122.4694061,2022-09-02,07:19 AM,eBird - Traveling Count,24,1,4.25,,25
S118037258,Heermann's Gull,Larus heermanni,6418,8,US-CA,San Mateo,L1247080,Half Moon Bay--inshore bay,37.487663,-122.4694061,2022-09-02,04:39 PM,eBird - Traveling Count,22,1,5.032,,25
S116883936,Heermann's Gull,Larus heermanni,6418,400,US-CA,San Mateo,L20541008,Hwy 1 Pullout South of Mcnee Ranch SP Parking,37.559545,-122.51391,2022-08-13,02:10 PM,eBird - Stationary Count,15,0,,,3
S116880393,Heermann's Gull,Larus heermanni,6418,5,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-08-13,03:50 PM,eBird - Stationary Count,70,1,,,3
S118037245,Heermann's Gull,Larus heermanni,6418,25,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-09-02,06:30 AM,eBird - Traveling Count,48,1,2.012,,25
S118037259,Heermann's Gull,Larus heermanni,6418,35,US-CA,San Mateo,L242192,Pillar Point Harbor,37.5033407,-122.4819213,2022-09-02,05:01 PM,eBird - Traveling Count,38,1,2.032,,25
S147195737,Heermann's Gull,Larus heermanni,6418,6,US-CA,Santa Cruz,L600607,Lighthouse Pt.,36.9511522,-122.026509,2023-08-13,11:14 AM,eBird - Traveling Count,16,1,.99,,1,,,,603884931
S118521515,Heermann's Gull,Larus heermanni,6418,8,US-CA,Santa Cruz,L741507,Natural Bridges SB--overlook,36.9494116,-122.0564747,2022-09-10,03:19 PM,eBird - Casual Observation,,0,,,1
S147195741,Heermann's Gull,Larus heermanni,6418,4,US-CA,Santa Cruz,L2374068,West Cliff Dr. at Columbia St.,36.9521952,-122.0336212,2023-08-13,11:30 AM,eBird - Traveling Count,18,1,.6,,1
S147204260,Heermann's Gull,Larus heermanni,6418,2,US-CA,Santa Cruz,L636208,West Cliff Dr. at Woodrow Ave.,36.9529441,-122.0371413,2023-08-13,05:02 PM,eBird - Traveling Count,17,1,.354,,4
S125247528,Short-billed Gull,Larus brachyrhynchus,6425,1,US-CA,Alameda,L1801585,Emeryville shoreline--near fire station,37.8365218,-122.3010791,2023-01-01,12:48 PM,eBird - Traveling Count,43,1,1.01,,2
S124382911,Short-billed Gull,Larus brachyrhynchus,6425,2,US-CA,Los Angeles,L816656,Dockweiler SB,33.9453493,-118.4442623,2022-12-19,10:28 AM,eBird - Traveling Count,70,1,1.287,,4
S126649172,Short-billed Gull,Larus brachyrhynchus,6425,60,US-CA,San Francisco,L502380,Heron's Head Park,37.7381243,-122.3725462,2023-01-21,10:00 AM,eBird - Traveling Count,180,1,1.55,,1,,,,526808481 526808511
S126678678,Short-billed Gull,Larus brachyrhynchus,6425,30,US-CA,San Francisco,L502380,Heron's Head Park,37.7381243,-122.3725462,2023-01-21,04:20 PM,eBird - Traveling Count,30,1,1.14,,1,,,,526809831 526809841 526809851 526809861
S124226071,Short-billed Gull,Larus brachyrhynchus,6425,1,US-CA,San Mateo,L997003,"Coyote Point County Park--yacht club, harbor and freshwater marsh",37.5886459,-122.3152274,2022-12-18,01:30 PM,eBird - Traveling Count,150,1,1.609,,4
S122757429,Short-billed Gull,Larus brachyrhynchus,6425,2,US-CA,Santa Clara,L1361038,Salt Pond A10,37.4499086,-122.008844,2022-11-18,02:32 PM,eBird - Traveling Count,42,1,3.08,,1
S129746702,Short-billed Gull,Larus brachyrhynchus,6425,2,US-CA,Santa Clara,L1361038,Salt Pond A10,37.4499086,-122.008844,2023-02-23,04:30 PM,eBird - Traveling Count,30,1,2.55,,1,,,,540050121 540050131 540050351 540050361
S122000136,Short-billed Gull,Larus brachyrhynchus,6425,1,US-CA,Santa Clara,L279204,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,2022-11-06,10:30 AM,eBird - Traveling Count,30,1,1.,,2,,,,501401351 501401361 501401371
S130181502,Ring-billed Gull,Larus delawarensis,6427,4,US-CO,Adams,L167924,Rocky Mountain Arsenal NWR,39.8209707,-104.8680639,2023-03-04,01:23 PM,eBird - Traveling Count,75,1,18.43,,1
S125247528,Ring-billed Gull,Larus delawarensis,6427,7,US-CA,Alameda,L1801585,Emeryville shoreline--near fire station,37.8365218,-122.3010791,2023-01-01,12:48 PM,eBird - Traveling Count,43,1,1.01,,2
S147793492,Ring-billed Gull,Larus delawarensis,6427,2,US-CA,Alameda,L526261,Hayward Regional Shoreline--Frank's Dump,37.6540967,-122.1544504,2023-08-19,11:43 AM,eBird - Traveling Count,74,1,1.56,,2
S147793337,Ring-billed Gull,Larus delawarensis,6427,1,US-CA,Alameda,L2484413,Hayward Regional Shoreline--Hayward's Landing,37.6453302,-122.1558022,2023-08-19,08:30 AM,eBird - Traveling Count,59,1,.32,,2
S130074643,Ring-billed Gull,Larus delawarensis,6427,40,US-NY,Albany,L549972,Cohoes Flats,42.7761411,-73.6933064,2023-03-03,12:25 PM,eBird - Stationary Count,10,1,,,2
S130621207,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Aransas,L1096078,Goose Island SP--Big Tree/Lamar Beach rd area,28.1497681,-96.976254,2023-03-10,03:48 PM,eBird - Traveling Count,26,1,.45,,2
S126163330,Ring-billed Gull,Larus delawarensis,6427,50,US-FL,Brevard,L22202911,Cocoa Beach--S 11th St,28.2985,-80.606885,2023-01-14,04:52 PM,eBird - Traveling Count,60,1,1.138,,3
S126170519,Ring-billed Gull,Larus delawarensis,6427,50,US-FL,Brevard,L283140,Jetty Park,28.4064535,-80.5924523,2023-01-14,07:24 AM,eBird - Traveling Count,226,1,2.414,,3,,,"Very windy and cold, 40 F at the start. Most warblers, vireo, and thrasher seen on the path parallel Jetty Park Rd at (28.4056074, -80.5928171). Dipped on the Swainson’s Warbler but saw the mockingbird! Nice to meet Chris - thanks for the help with finding many of the birds, including the buntings and thrasher."
S126170676,Ring-billed Gull,Larus delawarensis,6427,50,US-FL,Brevard,L127381,Merritt Island NWR--Black Point Wildlife Drive,28.6575241,-80.7545391,2023-01-14,12:46 PM,eBird - Traveling Count,156,1,11.355,,3
S130680689,Ring-billed Gull,Larus delawarensis,6427,50,US-TX,Cameron,L287881,Brownsville Landfill (LTC 041),25.9380025,-97.3939785,2023-03-11,09:29 AM,eBird - Traveling Count,55,1,3.,,2
S130714641,Ring-billed Gull,Larus delawarensis,6427,20,US-TX,Cameron,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,26.1433867,-97.1741874,2023-03-11,02:42 PM,eBird - Traveling Count,27,1,.33,,2
S130705984,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Cameron,L5063962,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,26.1433867,-97.1741874,2023-03-11,04:31 PM,eBird - Traveling Count,115,1,1.49,,2
S130714648,Ring-billed Gull,Larus delawarensis,6427,1,US-TX,Cameron,L283726,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,2023-03-11,03:27 PM,eBird - Traveling Count,54,1,2.21,,2
S132886625,Ring-billed Gull,Larus delawarensis,6427,1,US-MA,Essex,L383673,"Bass Rocks, Gloucester",42.6081564,-70.6323562,2023-04-02,10:17 AM,eBird - Traveling Count,55,1,.69,,2
S132642137,Ring-billed Gull,Larus delawarensis,6427,1,US-MA,Essex,L280298,Jodrey State Fish Pier,42.61408,-70.65221,2023-04-02,09:29 AM,eBird - Traveling Count,42,1,.47,,2
S132886670,Ring-billed Gull,Larus delawarensis,6427,1,US-MA,Essex,L478484,Rockport Harbor,42.6607266,-70.6141949,2023-04-02,01:30 PM,eBird - Traveling Count,8,1,.52,,2
S124339273,Ring-billed Gull,Larus delawarensis,6427,1,US-CA,Imperial,L385867,Salton Sea NWR--Unit 1 (no public access north of observation deck),33.0826963,-115.7097244,2022-12-20,04:31 PM,eBird - Traveling Count,20,0,.322,,4
S124344681,Ring-billed Gull,Larus delawarensis,6427,200,US-CA,Imperial,L465122,Sonny Bono Salton Sea NWR--Rock Hill Trail,33.1788315,-115.6226921,2022-12-20,12:02 PM,eBird - Traveling Count,65,1,1.287,,4,,Streaming west overhead.
S124344675,Ring-billed Gull,Larus delawarensis,6427,200,US-CA,Imperial,L673436,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,33.1774666,-115.6150961,2022-12-20,11:30 AM,eBird - Traveling Count,32,1,.322,,4,,Streaming towards the sea overhead.,Visitor center only.
S124344738,Ring-billed Gull,Larus delawarensis,6427,2,US-CA,Imperial,L986378,Sonny Bono Salton Sea NWR--Vendel Rd.,33.0757606,-115.7096225,2022-12-20,03:35 PM,eBird - Traveling Count,55,1,4.828,,4
S135450485,Ring-billed Gull,Larus delawarensis,6427,10,US-NY,Kings,L444485,Plumb Beach,40.5823284,-73.9153746,2023-04-27,01:10 PM,eBird - Traveling Count,88,1,2.96,,1,,,,564496031
S124382906,Ring-billed Gull,Larus delawarensis,6427,4,US-CA,Los Angeles,L247561,"Ballona Creek--Creek mouth, jetties and breakwater",33.96196,-118.4570897,2022-12-19,09:04 AM,eBird - Traveling Count,70,1,.644,,4,,,,515548911 515548921 515548931
S124382910,Ring-billed Gull,Larus delawarensis,6427,5,US-CA,Los Angeles,L198793,Del Rey Lagoon Park,33.9610802,-118.4507315,2022-12-19,08:29 AM,eBird - Traveling Count,23,1,.394,,4
S124382911,Ring-billed Gull,Larus delawarensis,6427,8,US-CA,Los Angeles,L816656,Dockweiler SB,33.9453493,-118.4442623,2022-12-19,10:28 AM,eBird - Traveling Count,70,1,1.287,,4
S128219871,Ring-billed Gull,Larus delawarensis,6427,10,US-CA,Marin,L624621,Bolinas Lagoon,37.9197585,-122.6753139,2023-02-11,08:25 AM,eBird - Stationary Count,15,1,,,1
S126373212,Ring-billed Gull,Larus delawarensis,6427,8,US-FL,Miami-Dade,L127422,Crandon Park,25.7089712,-80.1536322,2023-01-16,02:15 PM,eBird - Traveling Count,61,1,1.58,,3,,,,526826741
S140413339,Ring-billed Gull,Larus delawarensis,6427,3,US-CT,New Haven,L109217,Milford Point — Sandbars,41.1725812,-73.1003666,2023-06-02,02:27 PM,eBird - Traveling Count,84,1,1.549,,3
S140413353,Ring-billed Gull,Larus delawarensis,6427,2,US-CT,New Haven,L109216,"Milford Point, CT Audubon",41.1754303,-73.1032485,2023-06-02,01:57 PM,eBird - Stationary Count,29,1,,,3
S140413381,Ring-billed Gull,Larus delawarensis,6427,3,US-CT,New Haven,L109233,Sandy Point,41.2645658,-72.9312372,2023-06-02,11:12 AM,eBird - Traveling Count,56,1,1.585,,3,,,A serious let down of a hotspot. A waste of time and money. I spent $5.50 for parking but there was absolutely nothing! Definitely would recommend Milford Pt instead of here.
S130621193,Ring-billed Gull,Larus delawarensis,6427,2,US-TX,Nueces,L1344227,Charlie's Pasture South Boardwalk (off TX-361),27.81398,-97.080079,2023-03-10,05:18 PM,eBird - Traveling Count,27,1,1.32,,2
S130621071,Ring-billed Gull,Larus delawarensis,6427,2,US-TX,Nueces,L422541,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,2023-03-10,06:00 PM,eBird - Traveling Count,45,1,.5,,2
